bulbasaur,"A strange seed was planted on its back at birth. The plant sprouts and grows with this POKéMON."
plusle,"PLUSLE always acts as a cheerleader for its partners. Whenever a teammate puts out a good effort in battle, this POKéMON shorts out its body to create the crackling noises of sparks to show its joy."
minun,"MINUN is more concerned about cheering on its partners than its own safety. It shorts out the electricity in its body to create brilliant showers of sparks to cheer on its teammates."
volbeat,"With the arrival of night, VOLBEAT emits light from its tail. It communicates with others by adjusting the intensity and flashing of its light. This POKéMON is attracted by the sweet aroma of ILLUMISE."
illumise,"ILLUMISE attracts a swarm of VOLBEAT using a sweet fragrance. Once the VOLBEAT have gathered, this POKéMON leads the lit-up swarm in drawing geometric designs on the canvas of the night sky."
roselia,"両手の　花を　ねらう　相手には 鋭い　トゲを　飛ばして　攻撃する。 花の　香りは　気持ちを　和ませる。"
gulpin,"Virtually all of GULPIN’s body is its stomach. As a result, it can swallow something its own size. This POKéMON’s stomach contains a special fluid that digests anything."
swalot,"It swallows anything whole. It sweats toxic fluids from its follicles to douse foes."
carvanha,"CARVANHA’s strongly developed jaws and its sharply pointed fangs pack the destructive power to rip out boat hulls. Many boats have been attacked and sunk by this POKéMON."
sharpedo,"Nicknamed “the bully of the sea,” SHARPEDO is widely feared. Its cruel fangs grow back immediately if they snap off. Just one of these POKéMON can thoroughly tear apart a supertanker."
wailmer,"It bounces playfully like a ball. The more seawater it swallows, the higher it bounces."
wailord,"WAILORD is the largest of all identified POKéMON up to now. This giant POKéMON swims languorously in the vast open sea, eating massive amounts of food at once with its enormous mouth."
numel,"NUMEL is extremely dull witted - it doesn’t notice being hit. However, it can’t stand hunger for even a second. This POKéMON’s body is a seething cauldron of boiling magma."
camerupt,"CAMERUPT has a volcano inside its body. Magma of 18,000 degrees F courses through its body. Occasionally, the humps on this POKéMON’s back erupt, spewing the superheated magma."
torkoal,"TORKOAL digs through mountains in search of coal. If it finds some, it fills hollow spaces on its shell with the coal and burns it. If it is attacked, this POKéMON spouts thick black smoke to beat a retreat."
spoink,"SPOINK bounces around on its tail. The shock of its bouncing makes its heart pump. As a result, this POKéMON cannot afford to stop bouncing - if it stops, its heart will stop."
grumpig,"GRUMPIG uses the black pearls on its body to amplify its psychic power waves for gaining total control over its foe. When this POKéMON uses its special power, its snorting breath grows labored."
spinda,"All the SPINDA that exist in the world are said to have utterly unique spot patterns. The shaky, tottering steps of this POKéMON give it the appearance of dancing."
trapinch,"Its big jaws crunch through boulders. Because its head is so big, it has a hard time getting back upright if it tips over onto its back."
vibrava,"To make prey faint, VIBRAVA generates ultrasonic waves by vigorously making its two wings vibrate. This POKéMON’s ultrasonic waves are so powerful, they can bring on headaches in people."
flygon,"FLYGON is nicknamed “the elemental  spirit of the desert.” Because its flapping wings whip up a cloud of sand, this POKéMON is always enveloped in a sandstorm while flying."
cacnea,"CACNEA lives in arid locations such as deserts. It releases a strong aroma from its flower to attract prey. When prey comes near, this POKéMON shoots sharp thorns from its body to bring the victim down."
cacturne,"During the daytime, CACTURNE remains unmoving so that it does not lose any moisture to the harsh desert sun. This POKéMON becomes active at night when the temperature drops."
swablu,"SWABLU has light and fluffy wings that are like cottony clouds. This POKéMON is not frightened of people. It lands on the heads of people and sits there like a cotton-fluff hat."
altaria,"ALTARIA dances and wheels through the sky among billowing, cotton-like clouds. By singing melodies in its crystal-clear voice, this POKéMON makes its listeners experience dreamy wonderment."
zangoose,"Se sente anche solo l’odore di Seviper, gli si rizza la pelliccia. Lacera il nemico con artigli affilati."
seviper,"SEVIPER shares a generations-long feud with ZANGOOSE. The scars on its body are evidence of vicious battles. This POKéMON attacks using its sword- edged tail."
lunatone,"LUNATONE was discovered at a location where a meteorite fell. As a result, some people theorize that this POKéMON came from space. However, no one has been able to prove this theory so far."
solrock,"SOLROCK is a new species of POKéMON that is said to have fallen from space. It floats in air and moves silently. In battle, this POKéMON releases intensely bright light."
barboach,"BARBOACH’s sensitive whiskers serve as a superb radar system. This POKéMON hides in mud, leaving only its two whiskers exposed while it waits for prey to come along."
whiscash,"WHISCASH is extremely territorial. Just one of these POKéMON will claim a large pond as its exclusive territory. If a foe approaches it, it thrashes about and triggers a massive earthquake."
corphish,"CORPHISH were originally foreign POKéMON that were imported as pets. They eventually turned up in the wild. This POKéMON is very hardy and has greatly increased its population."
crawdaunt,"CRAWDAUNT has an extremely violent nature that compels it to challenge other living things to battle. Other life-forms refuse to live in ponds inhabited by this POKéMON, making them desolate places."
baltoy,"BALTOY moves while spinning around on its one foot. Primitive wall paintings depicting this POKéMON living among people were discovered in some ancient ruins."
claydol,"CLAYDOL are said to be dolls of mud made by primitive humans and brought to life by exposure to a mysterious ray. This POKéMON moves about while levitating."
lileep,"LILEEP became extinct approximately a hundred million years ago. This ancient POKéMON attaches itself to a rock on the seafloor and catches approaching prey using tentacles  shaped like flower petals."
cradily,"CRADILY roams around the ocean floor in search of food. This POKéMON freely extends its tree trunk-like neck and captures unwary prey using its eight tentacles."
anorith,"ANORITH was regenerated from a prehistoric fossil. This primitive POKéMON once lived in warm seas. It grips its prey firmly between its two large claws."
armaldo,"ARMALDO’s tough armor makes all attacks bounce off. This POKéMON’s two enormous claws can be freely extended or contracted. They have the power to punch right through a steel slab."
feebas,"FEEBAS’s fins are ragged and tattered from the start of its life. Because of its shoddy appearance, this POKéMON is largely ignored. It is capable of living in both the sea and in rivers."
milotic,"Es el Pokémon más hermoso del mundo. Milotic ha inspirado numerosas obras de arte."
castform,"CASTFORM’s appearance changes with the weather. This POKéMON gained the ability to use the vast power of nature to protect its tiny body."
kecleon,"KECLEON is capable of changing its body colors at will to blend in with its surroundings. There is one exception - this POKéMON can’t change the zigzag pattern on its belly."
shuppet,"SHUPPET is attracted by feelings of jealousy and vindictiveness. If someone develops strong feelings of vengeance, this POKéMON will appear in a swarm and line up beneath the eaves of that person’s home."
banette,"BANETTE generates energy for laying strong curses by sticking pins into its own body. This POKéMON was originally a pitiful plush doll that was thrown away."
duskull,"DUSKULL can pass through any wall no matter how thick it may be. Once this POKéMON chooses a target, it will doggedly pursue the intended victim until the break of dawn."
dusclops,"DUSCLOPS’s body is completely hollow - there is nothing at all inside. It is said that its body is like a black hole. This POKéMON will absorb anything into its body, but nothing will ever come back out."
tropius,"The bunches of fruit around TROPIUS’s neck are very popular with children. This POKéMON loves fruit, and eats it continuously. Apparently, its love for fruit resulted in its own outgrowth of fruit."
chimecho,"Emitting ultrasonic cries, it floats on winds to travel great distances."
absol,"Every time ABSOL appears before people, it is followed by a disaster such as an earthquake or a tidal wave. As a result, it came to be known as the disaster POKéMON."
wynaut,"WYNAUT can always be seen with a big, happy smile on its face. Look at its tail to determine if it is angry. When angered, this POKéMON will be slapping the ground with its tail."
snorunt,"SNORUNT live in regions with heavy snowfall. In seasons without snow, such as spring and summer, this POKéMON steals away to live quietly among stalactites and stalagmites deep in caverns."
glalie,"從大大的嘴巴裡噴出寒氣， 把獵物瞬間凍得硬梆梆的， 然後大口咬碎享用。"
spheal,"SPHEAL is much faster rolling than  walking to get around. When groups of this POKéMON eat, they all clap at once to show their pleasure. Because of this, their mealtimes are noisy."
sealeo,"SEALEO has the habit of always juggling on the tip of its nose anything it sees for the first time. This POKéMON occasionally entertains itself by balancing and rolling a SPHEAL on its nose."
walrein,"WALREIN’s two massively developed tusks can totally shatter blocks of ice weighing ten tons with one blow. This POKéMON’s thick coat of blubber insulates it from subzero temperatures."
clamperl,"CLAMPERL’s sturdy shell is not only good for protection - it is also used for clamping and catching prey. A fully grown CLAMPERL’s shell will be scored with nicks and scratches all over."
huntail,"It lives deep in the pitch-dark sea. It attracts prey by moving its tail in mimicry of a small animal."
gorebyss,"GOREBYSS lives in the southern seas at extreme depths. Its body is built to withstand the enormous pressure of water at incredible depths. Because of this, this POKéMON’s body is unharmed by ordinary attacks."
relicanth,"It has remained unchanged for 100 million years. It was discovered during a deep-sea exploration."
luvdisc,"LUVDISC live in shallow seas in the tropics. This heart-shaped POKéMON earned its name by swimming after loving couples it spotted in the ocean’s waves."
bagon,"BAGON has a dream of one day soaring in the sky. In doomed efforts to fly, this POKéMON hurls itself off cliffs. As a result of its dives, its head has  grown tough and as hard as tempered steel."
shelgon,"Inside SHELGON’s armor-like shell, cells are in the midst of transformation to create an entirely new body. This POKéMON’s shell is extremely heavy, making its movements sluggish."
salamence,"SALAMENCE came about as a result of a strong, long-held dream of growing wings. It is said that this powerful desire triggered a sudden mutation in this POKéMON’s cells, causing it to sprout its magnificent wings."
beldum,"Its cells are all magnetic, and it communicates with others by using magnetic pulses."
metang,"When two BELDUM fuse together, METANG is formed. The brains of the BELDUM are joined by a magnetic nervous system. By linking its brains magnetically, this POKéMON generates strong psychokinetic power."
metagross,"METAGROSS has four brains in total. Combined, the four brains can breeze through difficult calculations faster than a supercomputer. This POKéMON can float in the air by tucking in its four legs."
regirock,"REGIROCK was sealed away by people long ago. If this POKéMON’s body is damaged in battle, it is said to seek out suitable rocks on its own to repair itself."
regice,"REGICE’s body was made during an ice age. The deep-frozen body can’t be melted, even by fire. This POKéMON controls frigid air of minus 328 degrees F."
registeel,"REGISTEEL has a body that is harder than any kind of metal. Its body is apparently hollow. No one has any idea what this POKéMON eats."
latias,"LATIAS is highly sensitive to the emotions of people. If it senses any hostility, this POKéMON ruffles the feathers all over its body and cries shrilly to intimidate the foe."
latios,"Un Pokémon très intelligent. Il peut voler plus vite qu’un avion à réaction en repliant ses ailes."
kyogre,"KYOGRE has the power to create massive rain clouds that cover the entire sky and bring about torrential downpours. This POKéMON saved people who were suffering from droughts."
groudon,"GROUDON has long been described in  mythology as the POKéMON that raised lands and expanded continents. This POKéMON took to sleep after a cataclysmic battle with KYOGRE."
rayquaza,"RAYQUAZA lived for hundreds of millions of years in the earth’s ozone layer,  never descending to the ground. This POKéMON appears to feed on water and particles in the atmosphere."
jirachi,"A legend states that JIRACHI will make true any wish that is written on notes attached to its head when it awakens. If this POKéMON senses danger, it will fight without awakening."
deoxys,"The DNA of a space virus underwent a sudden mutation upon exposure to a laser beam and resulted in DEOXYS. The crystalline organ on this POKéMON’s chest appears to be its brain."
turtwig,"Made from soil, the shell on its back hardens when it drinks water. It lives along lakes."
grotle,"숲 속의 물가에서 산다. 낮에는 숲 밖으로 나와서 등껍질의 나무에 빛을 쬔다."
torterra,"Small Pokémon occasionally gather on its unmoving back to begin building their nests."
chimchar,"It agilely scales sheer cliffs to live atop craggy mountains. Its fire is put out when it sleeps."
monferno,"To intimidate attackers, it stretches the fire on its tail to make itself appear bigger."
infernape,"It uses a special kind of martial arts involving all its limbs. Its fire never goes out."
piplup,"Because it is very proud, it hates accepting food from people. Its thick down guards it from cold."
prinplup,"It lives alone, away from others. Apparently, every one of them believes it is the most important."
empoleon,"The three horns that extend from its beak attest to its power. The leader has the biggest horns."
starly,"They flock in great numbers. Though small, they flap their wings with great power."
staravia,"It flies around forests and fields in search of bug Pokémon. It stays within a huge flock."
staraptor,"It has a savage nature. It will courageously challenge foes that are much larger."
bidoof,"With nerves of steel, nothing can perturb it. It is more agile and active than it appears."
bibarel,"It makes its nest by damming streams with bark and mud. It is known as an industrious worker."
kricketot,"It shakes its head back to front, causing its antennae to hit each other and sound like a xylophone."
kricketune,"It crosses its knifelike arms in front of its chest when it cries. It can compose melodies ad lib."
shinx,"All of its fur dazzles if danger is sensed. It flees while the foe is momentarily blinded."
luxio,"Its claws loose electricity with enough amperage to cause fainting. They live in small groups."
luxray,"It has eyes that can see through anything. It spots and captures prey hiding behind objects."
budew,"Over the winter, it closes its bud and endures the cold. In spring, the bud opens and releases pollen."
roserade,"It attracts prey with a sweet aroma, then downs it with thorny whips hidden in its arms."
cranidos,"It lived in jungles around 100 million years ago. Its skull is as hard as iron."
rampardos,"Its powerful head butt has enough power to shatter even the most durable things upon impact."
shieldon,"A Pokémon that lived in jungles around 100 million years ago. Its facial hide is extremely hard."
bastiodon,"Any frontal attack is repulsed. It is a docile Pokémon that feeds on grass and berries."
burmy,"To shelter itself from cold, wintry winds, it covers itself with a cloak made of twigs and leaves."
wormadam,"When BURMY evolved, its cloak became a part of this Pokémon’s body. The cloak is never shed."
mothim,"It loves the honey of flowers and steals honey collected by COMBEE."
combee,"A Pokémon formed by three others. It busily carries sweet floral honey to VESPIQUEN."
vespiquen,"Its abdomen is a honeycomb for grubs. It raises its grubs on honey collected by COMBEE."
pachirisu,"It makes fur balls that crackle with static electricity. It stores them with berries in tree holes."
buizel,"It has a flotation sac that is like an inflatable collar. It floats on water with its head out."
floatzel,"It floats using its well-developed flotation sac. It assists in the rescues of drowning people."
cherubi,"The small ball holds the nutrients needed for evolution. Apparently, it is very sweet and tasty."
cherrim,"It blooms during times of strong sunlight. It tries to make up for everything it endured as a bud."
shellos,"Cambia facilmente aspetto e colore secondo il luogo di provenienza."
gastrodon,"It has a pliable body without any bones. If any part of its body is torn off, it grows right back."
ambipom,"To eat, it deftly shucks nuts with its two tails. It rarely uses its arms now."
drifloon,"Pokémon formato dalle anime di persone e Pokémon. Ama le stagioni umide."
drifblim,"It’s drowzy in daytime, but flies off in the evening in big groups. No one knows where they go."
buneary,"It slams foes by sharply uncoiling its rolled ears. It stings enough to make a grown-up cry in pain."
lopunny,"An extremely cautious Pokémon. It cloaks its body with its fluffy ear fur when it senses danger."
mismagius,"Its cries sound like incantations. Those hearing it are tormented by headaches and hallucinations."
honchkrow,"Becoming active at night, it is known to swarm with numerous MURKROW in tow."
glameow,"It claws if displeased and purrs when affectionate. Its fickleness is very popular among some."
purugly,"Para intimidar y parecer más corpulento, se aprieta la cintura con su cola bífida."
chingling,"It emits cries by agitating an orb at the back of its throat. It moves with flouncing hops."
stunky,"It protects itself by spraying a noxious fluid from its rear. The stench lingers for 24 hours."
skuntank,"It sprays a vile-smelling fluid from the tip of its tail to attack. Its range is over 160 feet."
bronzor,"Implements shaped like it were discovered in ancient tombs. It is unknown if they are related."
bronzong,"One caused a news sensation when it was dug up at a construction site after a 2,000-year sleep."
bonsly,"It prefers an arid atmosphere. It leaks water that looks like tears when adjusting its moisture level."
mime-jr,"It habitually mimics foes. Once mimicked, the foe cannot take its eyes off this Pokémon."
happiny,"It loves round white things. It carries an egg-shaped rock in imitation of CHANSEY."
chatot,"It can learn and speak human words. If they gather, they all learn the same saying."
spiritomb,"A Pokémon that was formed by 108 spirits. It is bound to a fissure in an odd keystone."
gible,"It nests in small, horizontal holes in cave walls. It pounces to catch prey that stray too close."
gabite,"There is a long-held belief that medicine made from its scales will heal even incurable illnesses."
garchomp,"Quando si piega e distende le ali, sembra un jet. Vola a una velocità supersonica."
munchlax,"It wolfs down its weight in food once a day, swallowing food whole with almost no chewing."
riolu,"The aura that emanates from its body intensifies to alert others if it is afraid or sad."
lucario,"It has the ability to sense the auras of all things. It understands human speech."
hippopotas,"It lives in arid places. Instead of perspiration, it expels grainy sand from its body."
hippowdon,"It blasts internally stored sand from ports on its body to create a towering twister for attack."
skorupi,"It grips prey with its tail claws and injects poison. It tenaciously hangs on until the poison takes."
drapion,"It has the power in its clawed arms to make scrap of a car. The tips of its claws release poison."
croagunk,"Its cheeks hold poison sacs. It tries to catch foes off guard to jab them with toxic fingers."
toxicroak,"Its knuckle claws secrete a toxin so vile that even a scratch could prove fatal."
carnivine,"It attracts prey with its sweet- smelling saliva, then chomps down. It takes a whole day to eat prey."
finneon,"After long exposure to sunlight, the patterns on its tail fins shine vividly when darkness arrives."
lumineon,"It lives on the deep-sea floor. It attracts prey by flashing the patterns on its four tail fins."
mantyke,"A friendly Pokémon that captures the subtle flows of seawater using its two antennae."
snover,"It lives on snowy mountains. Having had little contact with humans, it is boldly inquisitive."
abomasnow,"It whips up blizzards in mountains that are always buried in snow. It is the abominable snowman."
weavile,"They live in cold regions, forming groups of four or five that hunt prey with impressive coordination."
magnezone,"It evolved from exposure to a special magnetic field. Three units generate magnetism."
lickilicky,"It wraps things with its extensible tongue. Getting too close to it will leave you soaked with drool."
rhyperior,"It puts rocks in holes in its palms and uses its muscles to shoot them. GEODUDE are shot at rare times."
tangrowth,"It ensnares prey by extending arms made of vines. Losing arms to predators does not trouble it."
electivire,"It pushes the tips of its two tails against the foe, then lets loose with over 20,000 volts of power."
magmortar,"It blasts fireballs of over 3,600 degrees F from the ends of its arms. It lives in volcanic craters."
togekiss,"It will never appear where there is strife. Its sightings have become rare recently."
yanmega,"Seine bevorzugte Strategie besteht darin, seine Gegner aus dem Flug blitzartig zur Strecke zu bringen."
leafeon,"Just like a plant, it uses photosynthesis. As a result, it is always enveloped in clear air."
glaceon,"As a protective technique, it can completely freeze its fur to make its hairs stand like needles."
gliscor,"It observes prey while hanging inverted from branches. When the chance presents itself, it swoops!"
mamoswine,"Its impressive tusks are made of ice. The population thinned when it turned warm after the ice age."
porygon-z,"Additional software was installed to make it a better Pokémon. It began acting oddly, however."
gallade,"A master of courtesy and swordsmanship, it fights using extending swords on its elbows."
probopass,"Il utilise sa force magnétique pour diriger trois petites unités appelées Mini-nez."
dusknoir,"Man sagt, dass es verlorene Seelen in seinem biegsamen Körper nach Hause geleite."
froslass,"It freezes foes with an icy breath nearly -60 degrees F. What seems to be its body is actually hollow."
rotom,"Un Pokémon longtemps étudié comme source d’énergie pour un moteur très spécial."
uxie,"Known as “The Being of Knowledge.” It is said that it can wipe out the memory of those who see its eyes."
mesprit,"Known as “The Being of Emotion.” It taught humans the nobility of sorrow, pain, and joy."
azelf,"It is thought that Uxie, Mesprit, and Azelf all came from the same egg."
dialga,"It has the power to control time. It appears in Sinnoh-region myths as an ancient deity."
palkia,"It has the ability to distort space. It is described as a deity in Sinnoh-region mythology."
heatran,"It dwells in volcanic caves. It digs in with its cross-shaped feet to crawl on ceilings and walls."
regigigas,"There is an enduring legend that states this Pokémon towed continents with ropes."
giratina,"A Pokémon that is said to live in a world on the reverse side of ours. It appears in an ancient cemetery."
cresselia,"Shiny particles are released from its wings like a veil. It is said to represent the crescent moon."
phione,"A Pokémon that lives in warm seas. It inflates the flotation sac on its head to drift and search for food."
manaphy,"Born on a cold seafloor, it will swim great distances to return to its birthplace."
darkrai,"It can lull people to sleep and make them dream. It is active during nights of the new moon."
shaymin,"Puede disolver las toxinas del aire para transformar tierra yerma en campos de flores."
arceus,"It is told in mythology that this Pokémon was born before the universe even existed."
victini,"Un Pokémon qui amène la victoire. On dit que les Dresseurs qui le possèdent peuvent gagner n’importe quel combat."
snivy,"Un Pokémon intelligent et très calme. Lorsqu’il a reçu suffisamment de lumière du soleil, il devient plus agile."
servine,"Il court comme s’il glissait sur le sol. Il déroute l’ennemi par ses mouvements et l’assomme d’un coup de liane."
serperior,"Il peut paralyser l’ennemi d’un regard. Il amplifie l’énergie du soleil dans son corps."
tepig,"Il évite agilement les attaques ennemies et crache des boules de feu par le groin. Il aime griller des Baies pour les manger."
pignite,"Quand le feu dans son corps s’embrase, sa vitesse et son agilité augmentent. En cas d’urgence, il crache de la fumée."
emboar,"Il embrase ses poings avec les flammes sur son menton et cogne l’ennemi avec. C’est un Pokémon très solidaire."
oshawott,"Il combat avec le coupillage de son ventre. Il peut parer un assaut et immédiatement contre-attaquer."
dewott,"L’apprentissage de sa technique de combat, qui utilise élégamment ses deux coupillages, est extrêmement rigoureux."
samurott,"Il peut terrasser ses ennemis d’un coup de la lame enchâssée dans son armure, et les faire taire d’un seul regard."
patrat,"Ils stockent à manger dans leurs bajoues et font le guet indéfiniment. Ils se font des signes en remuant la queue."
watchog,"Il attaque en crachant les graines des Baies qu’il accumule dans ses bajoues. S’il voit un ennemi, il dresse la queue."
lillipup,"Il fait vaillamment face à des ennemis très puissants, mais il est intelligent et évite les combats trop inégaux."
herdier,"Les poils qui entourent son corps comme un manteau sont extrêmement durs et amortissent les coups."
stoutland,"Il sauve les gens bloqués dans les montagnes par des tempêtes de neige. Ses longs poils le protègent du froid."
purrloin,"Il vole les gens pour le plaisir, mais il est tellement mignon que ses victimes finissent toujours par lui pardonner."
liepard,"Un Pokémon insaisissable. Son style et son pelage magnifique attirent de nombreux Dresseurs."
pansage,"Il vit dans les forêts profondes. Manger la feuille qui pousse sur sa tête fait disparaître la fatigue."
simisage,"Il a un tempérament violent et se bat avec sa queue pleine d’épines. La feuille sur sa tête est très amère."
pansear,"Quand il s’énerve, la mèche sur sa tête chauffe à 300 °C. Il s’en sert pour griller des Baies et les manger."
simisear,"Il adore les aliments sucrés. Ils lui servent d’énergie pour alimenter le feu à l’intérieur de son corps."
panpour,"L’eau contenue dans la mèche sur sa tête est pleine de nutriments. Elle fait pousser les plantes avec vigueur."
simipour,"Il stocke de l’eau dans les mèches de sa tête. Quand il est à sec, il se ravitaille en aspirant de l’eau par la queue."
munna,"Quand Munna mange un rêve, celui-ci est aussitôt oublié par le rêveur. Il lévite en permanence."
musharna,"La fumée qui sort de son front contient les rêves de nombreuses personnes et ceux de nombreux Pokémon."
pidove,"Il suit scrupuleusement les consignes de son Dresseur, mais il a du mal à comprendre les ordres trop compliqués."
tranquill,"Aussi éloigné qu’il puisse se trouver, il parvient toujours à retourner auprès de son Dresseur."
unfezant,"Le mâle intimide ses ennemis avec ses caroncules. La femelle vole mieux que le mâle."
blitzle,"Leur crinière scintille quand ils lâchent une décharge électrique. Ils se servent de ces scintillements pour communiquer."
zebstrika,"Il réagit à la vitesse de l’éclair. Lorsqu’il est en plein galop, on peut entendre le grondement du tonnerre."
roggenrola,"Il a une oreille hexagonale. Son corps, compressé dans des strates profondes, est dur comme de l’acier."
boldore,"Quand il est gonflé à bloc, ses cristaux orangés scintillent. Il cherche de l’eau souterraine dans les grottes."
gigalith,"Il comprime de l’énergie dans son corps, et ses attaques sont assez puissantes pour renverser des montagnes."
woobat,"Il vit dans les forêts sombres et les grottes. Il émet des ultrasons par le nez pour se diriger."
swoobat,"Il émet des ondes sonores de différentes fréquences par le nez. Certaines peuvent briser des rochers."
drilbur,"Il peut creuser à plus de 50 km/h et faire la course avec une voiture roulant sur le terrain qu’il creuse."
excadrill,"Ses vrilles en acier peuvent transpercer des poutres en fer. Il est très employé dans la construction de tunnels."
audino,"Il ausculte les gens avec ses antennes auriculaires pour juger de leurs émotions ou de leur santé."
timburr,"Il combat avec une poutre. Quand il en arrive à transporter de lourds madriers sans problème, l’évolution est proche."
gurdurr,"Même une armée de catcheurs se jetant sur son corps hyper musclé ne le ferait pas ciller."
conkeldurr,"Es setzt Attacken ein, die sich die Zentrifugalkraft zunutze machen, indem es seine Betonpfeiler umherschwingt."
tympole,"Il prévient ses camarades du danger en faisant vibrer ses joues pour générer un signal d’alarme très aigu."
palpitoad,"Quand il fait vibrer la bosse sur sa tête, il provoque des ondulations dans l’eau, mais aussi des tremblements de terre."
seismitoad,"Il fait gicler un liquide paralysant des pustules sur sa tête, et attaque ses ennemis à coups de vibrations."
throh,"Quand il noue sa ceinture, il devient plus puissant. Les Judokrak sauvages tressent leur ceinture avec des lianes."
sawk,"Dans les montagnes où il s’entraîne, on peut l’entendre donner des coups de poing aux rochers et aux grands arbres."
sewaddle,"Quand il éclot, Manternel lui coud son vêtement. Il dort en cachant son visage sous sa capuche."
swadloon,"Dans les forêts où il vit, la végétation pousse bien car il transforme les feuilles mortes en engrais."
leavanny,"Quand il trouve de petits Pokémon, il leur coud des vêtements de feuilles en utilisant ses coupoirs et son fil adhésif."
venipede,"Sa morsure est très venimeuse. Elle paralyse même les grands Pokémon Oiseaux, ses prédateurs."
whirlipede,"Protégé par sa solide carapace, il fonce sur ses ennemis en roulant comme un pneu."
scolipede,"Il accule l’ennemi par ses mouvements rapides et l’attaque avec ses cornes. Il ne s’arrête qu’au coup de grâce."
cottonee,"會噴出棉花保護身體。 有時會被颱風吹到 地球的另一邊。"
whimsicott,"Il se faufile comme le vent par les espaces les plus étroits, en laissant une touffe de poils blancs."
petilil,"Les feuilles sur sa tête sont très amères, mais elles remettent d’aplomb les corps les plus éreintés."
lilligant,"Même les Dresseurs confirmés ont du mal à faire éclore sa belle fleur. Un Pokémon apprécié des célébrités."
basculin,"Les bleus et les rouges se détestent cordialement et se battent dès qu’ils s’aperçoivent. Un Pokémon très violent."
sandile,"Il vit dans le sable des déserts. Le sable chauffé par le soleil empêche son corps de refroidir."
krokorok,"Ils vivent en petits groupes. La membrane qui couvre leurs yeux les protège du soleil."
krookodile,"Il ne laisse jamais échapper ses proies. Ses mâchoires surpuissantes peuvent broyer une voiture."
darumaka,"Quand le feu brûle dans son corps, il est tout excité et court partout. Quand le feu s’apaise, il s’endort."
darmanitan,"Genera llamas que alcanzan los 1400 °C con las que es capaz de destrozar un camión."
maractus,"Avec une danse et des sons saccadés, il fait fuir ses prédateurs, les Pokémon Oiseaux dévoreurs de graines de fleur."
dwebble,"Il peut facilement creuser son trou dans les pierres les plus dures grâce au liquide sécrété par sa bouche."
crustle,"Entre eux, les querelles de territoire sont fréquentes et violentes. Celui qui se fait briser son rocher a perdu."
scraggy,"Il remonte sa peau jusqu’à son cou pour se protéger. Elle a une constitution élastique qui absorbe les coups."
scrafty,"Ils se regroupent pour rosser ceux qui pénètrent sur leur territoire. Ils crachent un venin corrosif."
sigilyph,"On dit qu’il parcourt toujours le même itinéraire parce qu’il a gardé la mémoire de la ville antique qu’il protégeait."
yamask,"Le motif de son masque est son visage quand il était humain. Parfois, il le regarde et se met à pleurer."
cofagrigus,"Il paraît qu’il avale les gens et les transforme en momies. Il adore manger des lingots d’or."
tirtouga,"Il a été recréé à partir d’un fossile préhistorique. Il peut plonger jusqu’à 1 000 mètres de profondeur."
carracosta,"Il vit sur terre et en mer. Ses bras surpuissants peuvent percer des trous dans la coque des paquebots."
archen,"Siempre se ha creído que era el antecesor de los Pokémon pájaro, aunque investigaciones recientes lo ponen en duda."
archeops,"Il s’envole après avoir pris de l’élan. Il est assez intelligent pour chasser ses proies en groupe."
trubbish,"Il aime les endroits mal tenus. Le gaz qu’il rote endort pendant une semaine."
garbodor,"Il étrangle ses ennemis avec son bras droit et les achève avec le gaz puant et empoisonné qu’il exhale par la bouche."
zorua,"Il a le pouvoir de prendre l’apparence des autres. On dit qu’il se transforme souvent en petit enfant silencieux."
zoroark,"Stories say those who tried to catch Zoroark were trapped in an illusion and punished."
minccino,"Si salutano pulendosi l’un l’altro con le loro code."
cinccino,"Leurs poils blancs sont recouverts d’une graisse spéciale qui leur permet d’esquiver facilement les attaques."
gothita,"Concentre des pouvoirs psychiques dans ses antennes semblables à des rubans, et regarde fixement... mais quoi?"
gothorita,"Hypnotise les Pokémon et les gens. Il y a de nombreuses légendes de gens enlevés dans leur sommeil par des Mesmérella."
gothitelle,"Ses pouvoirs psychiques plient l’espace aux alentours. On y voit des étoiles éloignées de millions d’années-lumière."
solosis,"Ils repoussent leurs assaillants avec leurs pouvoirs psychiques et communiquent entre eux par télépathie."
duosion,"Il possède deux cerveaux séparés qui le font parfois agir de façon totalement incohérente."
reuniclus,"Quand ils se tiennent par la main, leurs cerveaux forment un réseau qui démultiplie leurs pouvoirs psychiques."
ducklett,"Un Pokémon Oiseau doué pour la plongée. Il nage sous l’eau à la recherche de sphaigne, son plat préféré."
swanna,"Ils se mettent à danser à la tombée de la nuit. Le Lakmécygne qui danse au centre est le chef de la troupe."
vanillite,"Il exhale une haleine à -50 °C. Il fabrique des cristaux de neige et fait neiger autour de lui."
vanillish,"Un Pokémon qui vit dans les montagnes enneigées. Il a émigré au sud durant l’ère glaciaire, il y a bien longtemps."
vanilluxe,"Il avale de l’eau en grande quantité et la transforme en nuages neigeux. Il souffle du blizzard sur ses ennemis."
deerling,"Son pelage prend la même couleur et la même odeur que les hautes herbes. S’il sent un ennemi, il court s’y réfugier."
sawsbuck,"Il change d’habitat selon les saisons. Les gens constatent le passage des saisons en regardant ses ramures."
emolga,"Il accumule dans ses membranes l’électricité qu’il produit dans ses bajoues, et la relâche tout en planant."
